timestamp,consumption_kwh
2012-02-02 08:30:00,1.464
2012-02-02 08:30:00,0.561
2012-02-02 08:30:00,2.299
2012-02-02 08:30:00,0.377
2012-02-02 08:30:00,0.728
2012-02-02 08:30:00,0.531
2012-02-02 09:00:00,0.619
2012-02-02 09:00:00,0.332
2012-02-02 09:00:00,0.451
2012-02-02 09:00:00,0.341
2012-02-02 09:00:00,1.271
2012-02-02 09:00:00,0.975
2012-02-02 09:00:00,0.819
2012-02-02 09:00:00,1.295
2012-02-02 09:00:00,0.414
2012-02-02 09:00:00,0.774
2012-02-02 09:30:00,0.802
2012-02-02 09:30:00,0.44
2012-02-02 09:30:00,1.254
2012-02-02 09:30:00,0.29
2012-02-02 09:30:00,1.265
2012-02-02 09:30:00,1.783
2012-02-02 09:30:00,0.518
2012-02-02 09:30:00,0.177
2012-02-02 09:30:00,0.765
2012-02-02 09:30:00,0.86
2012-02-02 10:00:00,0.382
2012-02-02 10:00:00,0.524
2012-02-02 10:00:00,0.43
2012-02-02 10:00:00,0.484
2012-02-02 10:00:00,0.176
2012-02-02 10:00:00,0.603
2012-02-02 10:00:00,1.586
2012-02-02 10:00:00,0.245
2012-02-02 10:00:00,1.108
2012-02-02 10:00:00,0.523
2012-02-02 10:30:00,0.12
2012-02-02 10:30:00,0.889
2012-02-02 10:30:00,1.188
2012-02-02 10:30:00,0.282
2012-02-02 10:30:00,0.118
2012-02-02 10:30:00,0.415
2012-02-02 10:30:00,0.395
2012-02-02 10:30:00,1.289
2012-02-02 10:30:00,0.528
2012-02-02 10:30:00,2.085
2012-02-02 11:00:00,1.859
2012-02-02 11:00:00,0.378
2012-02-02 11:00:00,0.848
2012-02-02 11:00:00,0.18
2012-02-02 11:00:00,0.494
2012-02-02 11:00:00,1.014
2012-02-02 11:00:00,1.035
2012-02-02 11:00:00,1.011
2012-02-02 11:00:00,0.238
2012-02-02 11:00:00,2.131
2012-02-02 11:30:00,0.837
2012-02-02 11:30:00,0.96
2012-02-02 11:30:00,1.328
2012-02-02 11:30:00,0.397
2012-02-02 11:30:00,0.276
2012-02-02 11:30:00,1.695
2012-02-02 11:30:00,0.469
2012-02-02 11:30:00,0.145
2012-02-02 11:30:00,0.399
2012-02-02 11:30:00,1.169
2012-02-02 12:00:00,2.291
2012-02-02 12:00:00,0.391
2012-02-02 12:00:00,1.604
2012-02-02 12:00:00,1.65
2012-02-02 12:00:00,0.232
2012-02-02 12:00:00,0.377
2012-02-02 12:00:00,0.599
2012-02-02 12:00:00,0.833
2012-02-02 12:00:00,0.199
2012-02-02 12:00:00,0.133
2012-02-02 12:30:00,0.339
2012-02-02 12:30:00,0.981
2012-02-02 12:30:00,0.292
2012-02-02 12:30:00,1.637
2012-02-02 12:30:00,0.286
2012-02-02 12:30:00,0.961
2012-02-02 12:30:00,1.556
2012-02-02 12:30:00,0.473
2012-02-02 12:30:00,0.376
2012-02-02 12:30:00,0.654
2012-02-02 13:00:00,0.806
2012-02-02 13:00:00,0.488
2012-02-02 13:00:00,0.5
2012-02-02 13:00:00,0.311
2012-02-02 13:00:00,0.932
2012-02-02 13:00:00,1.527
2012-02-02 13:00:00,0.527
2012-02-02 13:00:00,0.333
2012-02-02 13:00:00,0.381
2012-02-02 13:00:00,1.532
2012-02-02 13:30:00,0.46
2012-02-02 13:30:00,0.457
2012-02-02 13:30:00,1.745
2012-02-02 13:30:00,1.136
2012-02-02 13:30:00,0.831
2012-02-02 13:30:00,0.392
2012-02-02 13:30:00,0.422
2012-02-02 13:30:00,0.221
2012-02-02 13:30:00,1.131
2012-02-02 13:30:00,0.488
2012-02-02 14:00:00,0.366
2012-02-02 14:00:00,1.586
2012-02-02 14:00:00,0.124
2012-02-02 14:00:00,0.14
2012-02-02 14:00:00,0.315
2012-02-02 14:00:00,1.739
2012-02-02 14:00:00,1.417
2012-02-02 14:00:00,0.421
2012-02-02 14:00:00,1.192
2012-02-02 14:00:00,0.426
2012-02-02 14:30:00,0.097
2012-02-02 14:30:00,0.153
2012-02-02 14:30:00,1.308
2012-02-02 14:30:00,0.418
2012-02-02 14:30:00,0.691
2012-02-02 14:30:00,0.285
2012-02-02 14:30:00,0.42
2012-02-02 14:30:00,0.31
2012-02-02 14:30:00,1.699
2012-02-02 14:30:00,1.159
2012-02-02 15:00:00,1.372
2012-02-02 15:00:00,0.435
2012-02-02 15:00:00,0.518
2012-02-02 15:00:00,1.047
2012-02-02 15:00:00,0.547
2012-02-02 15:00:00,0.326
2012-02-02 15:00:00,0.148
2012-02-02 15:00:00,0.146
2012-02-02 15:00:00,0.595
2012-02-02 15:00:00,0.372
2012-02-02 15:30:00,0.399
2012-02-02 15:30:00,0.748
2012-02-02 15:30:00,0.068
2012-02-02 15:30:00,0.417
2012-02-02 15:30:00,0.343
2012-02-02 15:30:00,0.38
2012-02-02 15:30:00,0.327
2012-02-02 15:30:00,3.004
2012-02-02 15:30:00,0.331
2012-02-02 15:30:00,0.305
2012-02-02 16:00:00,0.984
2012-02-02 16:00:00,1.593
2012-02-02 16:00:00,1.108
2012-02-02 16:00:00,0.246
2012-02-02 16:00:00,0.216
2012-02-02 16:00:00,0.384
2012-02-02 16:00:00,0.326
2012-02-02 16:00:00,0.361
2012-02-02 16:00:00,0.643
2012-02-02 16:00:00,0.294
2012-02-02 16:30:00,1.704
2012-02-02 16:30:00,0.449
2012-02-02 16:30:00,0.447
2012-02-02 16:30:00,0.575
2012-02-02 16:30:00,0.806
2012-02-02 16:30:00,0.728
2012-02-02 16:30:00,0.2
2012-02-02 16:30:00,1.979
2012-02-02 16:30:00,0.295
2012-02-02 16:30:00,2.36
2012-02-02 17:00:00,2.884
2012-02-02 17:00:00,3.201
2012-02-02 17:00:00,0.549
2012-02-02 17:00:00,2.129
2012-02-02 17:00:00,0.315
2012-02-02 17:00:00,0.427
2012-02-02 17:00:00,0.485
2012-02-02 17:00:00,1.199
2012-02-02 17:00:00,1.159
2012-02-02 17:00:00,4.16
2012-02-02 17:30:00,2.648
2012-02-02 17:30:00,0.375
2012-02-02 17:30:00,1.212
2012-02-02 17:30:00,0.7
2012-02-02 17:30:00,2.599
2012-02-02 17:30:00,1.627
2012-02-02 17:30:00,0.439
2012-02-02 17:30:00,6.7
2012-02-02 17:30:00,1.375
2012-02-02 17:30:00,1.361
2012-02-02 18:00:00,1.582
